,ts_code,end_date,symbol,mkv,amount,stk_mkv_ratio
808,510300.SH,20171231,000792.SZ,33626312.2,2417420.0,0.17
809,510300.SH,20171231,601333.SH,33573213.99,6027507.0,0.17
810,510300.SH,20171231,000540.SZ,32540493.3,4427278.0,0.16
811,510300.SH,20171231,000630.SZ,32229993.48,11037669.0,0.16
812,510300.SH,20171231,000060.SZ,32110890.48,2874744.0,0.16
813,510300.SH,20171231,600297.SH,32088581.4,4001070.0,0.16
814,510300.SH,20171231,002714.SZ,31879866.0,603100.0,0.16
815,510300.SH,20171231,601992.SH,31651470.0,5829000.0,0.16
816,510300.SH,20171231,603993.SH,31610414.56,4594537.0,0.16
817,510300.SH,20171231,600085.SH,31532235.28,978047.0,0.16
818,510300.SH,20171231,000826.SZ,30868251.7,934835.0,0.15
819,510300.SH,20171231,002294.SZ,30582558.45,676755.0,0.15
820,510300.SH,20171231,600100.SH,30336791.8,3095591.0,0.15
821,510300.SH,20171231,600489.SH,29687762.44,3001796.0,0.15
822,510300.SH,20171231,000709.SZ,28905341.4,7411626.0,0.14
823,510300.SH,20171231,002146.SZ,28778979.9,3019830.0,0.14
824,510300.SH,20171231,002797.SZ,28767704.0,2935480.0,0.14
825,510300.SH,20171231,600170.SH,28537262.04,7671307.0,0.14
826,510300.SH,20171231,600498.SH,28109250.0,975000.0,0.14
827,510300.SH,20171231,600332.SH,28102894.6,874390.0,0.14
828,510300.SH,20171231,000983.SZ,28035072.0,2764800.0,0.14
829,510300.SH,20171231,600415.SH,27887875.76,4824892.0,0.14
830,510300.SH,20171231,601198.SH,27859219.2,1934668.0,0.14
831,510300.SH,20171231,000876.SZ,27858202.2,3739356.0,0.14
832,510300.SH,20171231,600820.SH,27773525.12,3322192.0,0.14
833,510300.SH,20171231,300017.SZ,27455200.64,2580376.0,0.14
834,510300.SH,20171231,600153.SH,27376972.96,2461958.0,0.14
835,510300.SH,20171231,002065.SZ,27308050.0,3330250.0,0.13
836,510300.SH,20171231,600588.SH,26877420.0,1270800.0,0.13
837,510300.SH,20171231,002465.SZ,26853918.0,2800200.0,0.13
838,510300.SH,20171231,002500.SZ,26833556.08,2910364.0,0.13
839,510300.SH,20171231,002007.SZ,26659825.92,991809.0,0.13
840,510300.SH,20171231,600118.SH,26591810.25,1053141.0,0.13
841,510300.SH,20171231,600157.SH,26504056.32,7888112.0,0.13
842,510300.SH,20171231,002074.SZ,26354504.4,1183940.0,0.13
843,510300.SH,20171231,600682.SH,26224559.45,693955.0,0.13
844,510300.SH,20171231,601216.SH,26117656.5,5545150.0,0.13
845,510300.SH,20171231,600485.SH,26049788.45,1785455.0,0.13
846,510300.SH,20171231,601997.SH,25800110.56,1931146.0,0.13
847,510300.SH,20171231,600150.SH,25498171.9,1033570.0,0.13
848,510300.SH,20171231,300027.SZ,25347179.61,2903457.0,0.13
849,510300.SH,20171231,000750.SZ,25320348.2,5167418.0,0.12
850,510300.SH,20171231,000008.SZ,24817625.0,2836300.0,0.12
851,510300.SH,20171231,601633.SH,24622196.76,2142924.0,0.12
852,510300.SH,20171231,000559.SZ,24266741.8,2390812.0,0.12
853,510300.SH,20171231,600663.SH,24169774.64,1270088.0,0.12
854,510300.SH,20171231,600583.SH,23778526.05,3866427.0,0.12
855,510300.SH,20171231,600666.SH,23702976.0,1362240.0,0.12
856,510300.SH,20171231,002470.SZ,23628301.2,2582328.0,0.12
857,510300.SH,20171231,000402.SZ,23625137.25,2126475.0,0.12
858,510300.SH,20171231,300144.SZ,23063405.46,1235981.0,0.11
859,510300.SH,20171231,300122.SZ,23028628.0,820400.0,0.11
860,510300.SH,20171231,600369.SH,22916388.72,4949544.0,0.11
861,510300.SH,20171231,601117.SH,22806225.0,3378700.0,0.11
862,510300.SH,20171231,000671.SZ,22142245.0,2813500.0,0.11
863,510300.SH,20171231,600008.SH,22050939.24,4290066.0,0.11
864,510300.SH,20171231,600959.SH,22050179.78,2695621.0,0.11
865,510300.SH,20171231,000686.SZ,21849542.92,2491396.0,0.11
866,510300.SH,20171231,002385.SZ,21646477.56,3572026.0,0.11
867,510300.SH,20171231,601229.SH,21394174.26,1508757.0,0.11
868,510300.SH,20171231,300315.SZ,20914496.0,3761600.0,0.1
869,510300.SH,20171231,002426.SZ,20877230.0,3581000.0,0.1
870,510300.SH,20171231,300015.SZ,20632920.0,669900.0,0.1
871,510300.SH,20171231,601991.SH,20623030.75,4969405.0,0.1
872,510300.SH,20171231,600704.SH,20530239.18,3010299.0,0.1
873,510300.SH,20171231,600038.SH,19987705.98,429566.0,0.1
874,510300.SH,20171231,600376.SH,19978145.0,2150500.0,0.1
875,510300.SH,20171231,000938.SZ,19945107.0,276900.0,0.1
876,510300.SH,20171231,000627.SZ,19895200.0,2486900.0,0.1
877,510300.SH,20171231,002352.SZ,19836804.0,393900.0,0.1
878,510300.SH,20171231,300033.SZ,19752096.0,395200.0,0.1
879,510300.SH,20171231,600649.SH,19574843.2,2224414.0,0.1
880,510300.SH,20171231,000898.SZ,19504025.0,3071500.0,0.1
881,510300.SH,20171231,600061.SH,19487842.56,1478592.0,0.1
882,510300.SH,20171231,600827.SH,19405243.59,1438491.0,0.1
883,510300.SH,20171231,601866.SH,19278653.24,5653564.0,0.1
884,510300.SH,20171231,600895.SH,19248300.5,1346035.0,0.09
885,510300.SH,20171231,000415.SZ,19041984.0,3305900.0,0.09
886,510300.SH,20171231,600549.SH,18929762.28,735422.0,0.09
887,510300.SH,20171231,002624.SZ,18566954.0,554900.0,0.09
888,510300.SH,20171231,601877.SH,18532165.05,708687.0,0.09
889,510300.SH,20171231,002602.SZ,18509245.8,544710.0,0.09
890,510300.SH,20171231,000961.SZ,18222989.0,2842900.0,0.09
891,510300.SH,20171231,601898.SH,17372286.36,3037113.0,0.09
892,510300.SH,20171231,600977.SH,17083820.6,1109339.0,0.08
893,510300.SH,20171231,600373.SH,16793611.92,991944.0,0.08
894,510300.SH,20171231,300104.SZ,16738760.64,4270092.0,0.08
895,510300.SH,20171231,000959.SZ,16381014.0,2739300.0,0.08
896,510300.SH,20171231,300251.SZ,16361753.1,1565718.0,0.08
897,510300.SH,20171231,601021.SH,16345466.63,438569.0,0.08
898,510300.SH,20171231,600688.SH,16165193.19,2553743.0,0.08
899,510300.SH,20171231,002601.SZ,16100100.0,1005000.0,0.08
900,510300.SH,20171231,601872.SH,15819518.65,3603535.0,0.08
901,510300.SH,20171231,601718.SH,15360370.29,2282373.0,0.08
902,510300.SH,20171231,600074.SH,15295114.59,1549657.0,0.08
903,510300.SH,20171231,601118.SH,15137491.8,2727476.0,0.07
904,510300.SH,20171231,002153.SZ,14856711.56,557266.0,0.07
905,510300.SH,20171231,002174.SZ,14561900.0,653000.0,0.07
906,510300.SH,20171231,600021.SH,14286953.36,1563124.0,0.07
907,510300.SH,20171231,002411.SZ,14212709.7,532910.0,0.07
908,510300.SH,20171231,000723.SZ,14176319.69,2057521.0,0.07
909,510300.SH,20171231,600909.SH,13701769.0,1884700.0,0.07
910,510300.SH,20171231,002292.SZ,13540146.54,947526.0,0.07
911,510300.SH,20171231,600372.SH,13042202.89,952681.0,0.06
912,510300.SH,20171231,002468.SZ,12609183.0,510700.0,0.06
913,510300.SH,20171231,600685.SH,12580720.7,471895.0,0.06
914,510300.SH,20171231,601611.SH,12543356.93,1221359.0,0.06
915,510300.SH,20171231,000738.SZ,12197414.02,797738.0,0.06
916,510300.SH,20171231,601958.SH,12187466.4,1685680.0,0.06
917,510300.SH,20171231,601608.SH,11920012.84,2893207.0,0.06
918,510300.SH,20171231,601966.SH,11642328.0,666800.0,0.06
919,510300.SH,20171231,601881.SH,11510552.0,1095200.0,0.06
920,510300.SH,20171231,002555.SZ,11471918.64,558516.0,0.06
921,510300.SH,20171231,002424.SZ,11418699.6,741474.0,0.06
922,510300.SH,20171231,601878.SH,9995268.0,601400.0,0.05
923,510300.SH,20171231,002608.SZ,9721850.0,956875.0,0.05
924,510300.SH,20171231,600188.SH,9665470.32,665666.0,0.05
925,510300.SH,20171231,600233.SH,9570950.0,571400.0,0.05
926,510300.SH,20171231,601163.SH,8730649.34,428393.0,0.04
927,510300.SH,20171231,601375.SH,8679956.0,1406800.0,0.04
928,510300.SH,20171231,601212.SH,8506784.0,1258400.0,0.04
929,510300.SH,20171231,600871.SH,8480988.0,3176400.0,0.04
930,510300.SH,20171231,603160.SH,8404698.0,86700.0,0.04
931,510300.SH,20171231,600926.SH,7936560.2,688340.0,0.04
932,510300.SH,20171231,603833.SH,7519076.7,63694.0,0.04
933,510300.SH,20171231,601228.SH,7446868.0,1218800.0,0.04
934,510300.SH,20171231,603858.SH,6825412.0,134200.0,0.03
935,510300.SH,20171231,600390.SH,6174940.0,523300.0,0.03
936,510300.SH,20171231,002841.SZ,5796882.5,79957.0,0.03
937,510300.SH,20171231,002831.SZ,4392168.0,78600.0,0.02
938,510300.SH,20171231,002839.SZ,4232092.0,361100.0,0.02
939,510300.SH,20171231,600025.SH,501978.9,94713.0,0.0
940,510300.SH,20171231,002920.SZ,178784.97,4569.0,0.0
941,510300.SH,20171231,002918.SZ,84218.4,1512.0,0.0
942,510300.SH,20171231,300735.SZ,54163.96,3764.0,0.0
943,510300.SH,20171231,603477.SH,37027.7,1955.0,0.0
944,510300.SH,20171231,300730.SZ,34112.55,821.0,0.0
945,510300.SH,20171231,002919.SZ,28948.46,821.0,0.0
946,510300.SH,20171231,002922.SZ,22248.15,1245.0,0.0
947,510300.SH,20171231,603161.SH,20753.25,1239.0,0.0
948,510300.SH,20171231,603329.SH,17957.94,1183.0,0.0
949,510300.SH,20171231,002923.SZ,16227.54,954.0,0.0
950,510300.SH,20171231,603080.SH,16143.2,1187.0,0.0
951,510300.SH,20171231,300684.SZ,11528.38,827.0,0.0
952,510300.SH,20171231,603655.SH,8193.3,881.0,0.0
953,510300.SH,20171231,601318.SH,1314952401.94,18790403.0,6.49
954,510300.SH,20171231,600519.SH,618251648.55,886395.0,3.05
955,510300.SH,20171231,600036.SH,518444563.56,17865078.0,2.56
956,510300.SH,20171231,000333.SZ,436113539.75,7867825.0,2.15
957,510300.SH,20171231,601166.SH,367184923.74,21611826.0,1.81
958,510300.SH,20171231,000651.SZ,364303826.4,8336472.0,1.8
959,510300.SH,20171231,600016.SH,343923014.24,40992016.0,1.7
960,510300.SH,20171231,600887.SH,338939325.84,10529336.0,1.67
961,510300.SH,20171231,601328.SH,295912474.02,47650962.0,1.46
962,510300.SH,20171231,000858.SZ,263102273.72,3293719.0,1.3
963,510300.SH,20170930,601318.SH,952677270.48,17590053.0,5.4
964,510300.SH,20170930,600036.SH,426670002.15,16699413.0,2.42
965,510300.SH,20170930,600519.SH,419806040.0,811000.0,2.38
966,510300.SH,20170930,601166.SH,346884048.42,20062698.0,1.97
967,510300.SH,20170930,000333.SZ,324832205.52,7350808.0,1.84
968,510300.SH,20170930,600016.SH,302542758.72,37723536.0,1.72
969,510300.SH,20170930,000651.SZ,294931281.2,7781828.0,1.67
970,510300.SH,20170930,000002.SZ,288770947.5,11000798.0,1.64
971,510300.SH,20170930,601328.SH,279831543.76,44277143.0,1.59
972,510300.SH,20170930,600887.SH,270931732.5,9852063.0,1.54
973,510300.SH,20170630,600804.SH,37164115.75,2093753.0,0.19
974,510300.SH,20170630,600015.SH,108156049.02,11730591.0,0.57
975,510300.SH,20170630,601669.SH,66757687.92,8429001.0,0.35
976,510300.SH,20170630,600309.SH,72540766.72,2532848.0,0.38
977,510300.SH,20170630,601216.SH,24266752.14,4962526.0,0.13
978,510300.SH,20170630,600111.SH,45660783.74,4030078.0,0.24
979,510300.SH,20170630,000060.SZ,32154572.8,2870944.0,0.17
980,510300.SH,20170630,000009.SZ,32228019.74,3983686.0,0.17
981,510300.SH,20170630,300017.SZ,31771571.32,2632276.0,0.17
982,510300.SH,20170630,002736.SZ,60284757.25,4549793.0,0.32
983,510300.SH,20170630,600900.SH,185754579.98,12077671.0,0.97
984,510300.SH,20170630,600050.SH,110056570.74,14733142.0,0.58
985,510300.SH,20170630,601333.SH,28482359.64,6301407.0,0.15
986,510300.SH,20170630,300059.SZ,57299748.68,4767034.0,0.3
987,510300.SH,20170630,002299.SZ,12248419.0,823700.0,0.06
988,510300.SH,20170630,000156.SZ,15488836.02,1038822.0,0.08
989,510300.SH,20170630,600570.SH,41706572.76,893457.0,0.22
990,510300.SH,20170630,600256.SH,24171025.68,5838412.0,0.13
991,510300.SH,20170630,600030.SH,245064376.24,14398612.0,1.28
992,510300.SH,20170630,000338.SZ,59015484.0,4470870.0,0.31
993,510300.SH,20170630,601878.SH,187943.49,11049.0,0.0
994,510300.SH,20170630,601377.SH,64498083.95,8680765.0,0.34
995,510300.SH,20170630,300124.SZ,45934405.12,1798528.0,0.24
996,510300.SH,20170630,000776.SZ,93526429.5,5421822.0,0.49
997,510300.SH,20170630,600340.SH,69926454.72,2082384.0,0.37
998,510300.SH,20170630,601727.SH,42700265.54,5640722.0,0.22
999,510300.SH,20170630,002202.SZ,44894125.64,2902012.0,0.24
1000,510300.SH,20170630,600663.SH,32074468.32,1356788.0,0.17
1001,510300.SH,20170630,002602.SZ,19754810.6,544810.0,0.1
1002,510300.SH,20170630,600827.SH,24360228.75,1499091.0,0.13
1003,510300.SH,20170630,002555.SZ,16770263.49,655857.0,0.09
1004,510300.SH,20170630,600688.SH,27068967.94,4095154.0,0.14
1005,510300.SH,20170630,600104.SH,198585429.3,6395666.0,1.04
1006,510300.SH,20170630,600837.SH,219805423.2,14801712.0,1.15
1007,510300.SH,20170630,603316.SH,38778.24,1824.0,0.0
1008,510300.SH,20170630,603326.SH,40612.44,1452.0,0.0
1009,510300.SH,20170630,002831.SZ,5895000.0,78600.0,0.03
1010,510300.SH,20170630,000728.SZ,40030654.82,3275831.0,0.21
1011,510300.SH,20170630,002230.SZ,69470129.4,1741106.0,0.36
1012,510300.SH,20170630,601608.SH,11995800.78,2165307.0,0.06
1013,510300.SH,20170630,000718.SZ,15618423.6,2665260.0,0.08
1014,510300.SH,20170630,600690.SH,84943750.15,5644103.0,0.45
1015,510300.SH,20170630,601901.SH,75544997.22,7607754.0,0.4
1016,510300.SH,20170630,600583.SH,25713336.48,4120727.0,0.13
1017,510300.SH,20170630,600297.SH,28877324.1,3834970.0,0.15
1018,510300.SH,20170630,600100.SH,44844992.92,3175991.0,0.24
1019,510300.SH,20170630,601555.SH,48330887.9,4303730.0,0.25
1020,510300.SH,20170630,002292.SZ,16858189.4,997526.0,0.09
1021,510300.SH,20170630,002146.SZ,30783839.1,3118930.0,0.16
1022,510300.SH,20170630,002027.SZ,26819616.0,1949100.0,0.14
1023,510300.SH,20170630,002456.SZ,63847508.49,3513897.0,0.33
1024,510300.SH,20170630,600606.SH,47903881.12,6125816.0,0.25
1025,510300.SH,20170630,601888.SH,54131319.44,1795996.0,0.28
1026,510300.SH,20170630,600028.SH,113885638.14,19204998.0,0.6
1027,510300.SH,20170630,300518.SZ,147969.8,1306.0,0.0
1028,510300.SH,20170630,601398.SH,207137742.0,39454808.0,1.09
1029,510300.SH,20170630,601881.SH,13356732.0,1126200.0,0.07
1030,510300.SH,20170630,000839.SZ,50762356.83,5081317.0,0.27
1031,510300.SH,20170630,600637.SH,53094902.19,2450157.0,0.28
1032,510300.SH,20170630,600008.SH,29290646.28,4451466.0,0.15
1033,510300.SH,20170630,000001.SZ,146176655.91,15567269.0,0.77
1034,510300.SH,20170630,600372.SH,17420042.97,1002881.0,0.09
1035,510300.SH,20170630,600029.SH,56613562.2,6507306.0,0.3
1036,510300.SH,20170630,600871.SH,11192340.0,3351000.0,0.06
1037,510300.SH,20170630,600233.SH,11685435.0,596500.0,0.06
1038,510300.SH,20170630,600489.SH,32060854.88,3196496.0,0.17
1039,510300.SH,20170630,600649.SH,24429591.14,2324414.0,0.13
1040,510300.SH,20170630,601018.SH,41437156.5,7334010.0,0.22
1041,510300.SH,20170630,600549.SH,16339319.78,760322.0,0.09
1042,510300.SH,20170630,000671.SZ,17102070.0,2938500.0,0.09
1043,510300.SH,20170630,002195.SZ,24893940.5,3481670.0,0.13
1044,510300.SH,20170630,601318.SH,986036106.33,19875753.0,5.17
1045,510300.SH,20170630,600036.SH,452762461.83,18936113.0,2.37
1046,510300.SH,20170630,600519.SH,431931490.0,915400.0,2.26
1047,510300.SH,20170630,601166.SH,384419768.28,22800698.0,2.01
1048,510300.SH,20170630,000651.SZ,362795309.76,8812128.0,1.9
1049,510300.SH,20170630,000333.SZ,356724472.32,8288208.0,1.87
1050,510300.SH,20170630,600016.SH,355508719.92,43249236.0,1.86
1051,510300.SH,20170630,000002.SZ,314125047.06,12580098.0,1.65
1052,510300.SH,20170630,601328.SH,309564288.88,50253943.0,1.62
1053,510300.SH,20170630,601668.SH,265584777.92,27436444.0,1.39
1054,510300.SH,20170630,601866.SH,21245630.4,5901564.0,0.11
1055,510300.SH,20170630,600415.SH,36588730.08,5053692.0,0.19
1056,510300.SH,20170630,002310.SZ,33329648.0,1993400.0,0.17
1057,510300.SH,20170630,603335.SH,24864.5,2230.0,0.0
1058,510300.SH,20170630,600157.SH,32698511.79,9159247.0,0.17
1059,510300.SH,20170630,300315.SZ,30122640.0,3691500.0,0.16
1060,510300.SH,20170630,002074.SZ,29732720.0,942400.0,0.16
1061,510300.SH,20170630,600019.SH,109599912.07,16333817.0,0.57
1062,510300.SH,20170630,600150.SH,29318653.9,1281970.0,0.15
1063,510300.SH,20170630,002174.SZ,19805536.0,623600.0,0.1
1064,510300.SH,20170630,600089.SH,71740940.96,6944912.0,0.38
1065,510300.SH,20170630,002252.SZ,38008190.0,1877875.0,0.2
1066,510300.SH,20170630,600271.SH,42820445.76,2074634.0,0.22
1067,510300.SH,20170630,002465.SZ,34337928.0,3197200.0,0.18
1068,510300.SH,20170630,600887.SH,240237608.17,11127263.0,1.26
1069,510300.SH,20170630,300027.SZ,25187058.13,3113357.0,0.13
1070,510300.SH,20170630,000402.SZ,25953647.0,2214475.0,0.14
1071,510300.SH,20170630,601155.SH,30801911.04,1661376.0,0.16
1072,510300.SH,20170630,600886.SH,58520213.8,7407622.0,0.31
1073,510300.SH,20170630,600048.SH,129718992.04,13010932.0,0.68
1074,510300.SH,20170630,603801.SH,47522.8,1406.0,0.0
1075,510300.SH,20170630,600060.SH,22242784.95,1466235.0,0.12
1076,510300.SH,20170630,601117.SH,23734545.0,3395500.0,0.12
1077,510300.SH,20170630,000625.SZ,52141119.38,3615889.0,0.27
1078,510300.SH,20170630,601618.SH,49376966.82,9855682.0,0.26
1079,510300.SH,20170630,600038.SH,19455270.82,425066.0,0.1
1080,510300.SH,20170630,000568.SZ,65882523.78,1302541.0,0.35
1081,510300.SH,20170630,600741.SH,67043573.76,2765824.0,0.35
1082,510300.SH,20170630,000425.SZ,29358333.75,7828889.0,0.15
1083,510300.SH,20170630,601633.SH,29667585.96,2232324.0,0.16
1084,510300.SH,20170630,600074.SH,23212450.17,1812057.0,0.12
1085,510300.SH,20170630,601877.SH,13938984.43,693827.0,0.07
1086,510300.SH,20170630,600704.SH,23443174.71,3215799.0,0.12
1087,510300.SH,20170630,002411.SZ,22083312.0,763600.0,0.12
1088,510300.SH,20170630,603938.SH,20932.8,1246.0,0.0
1089,510300.SH,20170630,002558.SZ,19454922.4,420920.0,0.1
1090,510300.SH,20170630,600518.SH,118211945.68,5437532.0,0.62
1091,510300.SH,20170630,600660.SH,67859120.28,2605957.0,0.36
1092,510300.SH,20170630,601600.SH,54947384.52,12156501.0,0.29
1093,510300.SH,20170630,000555.SZ,8395090.0,502700.0,0.04
1094,510300.SH,20170630,600373.SH,24291566.44,1033244.0,0.13
1095,510300.SH,20170630,600352.SH,40430072.0,4242400.0,0.21
1096,510300.SH,20170630,002131.SZ,16439636.5,4996850.0,0.09
1097,510300.SH,20170630,601118.SH,15578399.68,2742676.0,0.08
1098,510300.SH,20170630,001979.SZ,92846152.8,4346730.0,0.49
1099,510300.SH,20170630,000738.SZ,16795717.66,858238.0,0.09
1100,510300.SH,20170630,002044.SZ,30133163.0,1772539.0,0.16
1101,510300.SH,20170630,600009.SH,66959473.49,1794679.0,0.35
1102,510300.SH,20170630,000413.SZ,46536083.22,4147601.0,0.24
1103,510300.SH,20170630,600118.SH,30494293.44,1095341.0,0.16
1104,510300.SH,20170630,300144.SZ,26838423.47,1285981.0,0.14
1105,510300.SH,20170630,600648.SH,5556000.0,300000.0,0.03
1106,510300.SH,20170630,600705.SH,47068726.2,8330748.0,0.25
1107,510300.SH,20170630,002142.SZ,69699170.8,3611356.0,0.37
1108,510300.SH,20170630,601966.SH,9274805.0,413500.0,0.05
1109,510300.SH,20170630,000100.SZ,47484841.11,13843977.0,0.25
1110,510300.SH,20170630,603858.SH,9614088.0,134200.0,0.05
1111,510300.SH,20170630,601163.SH,10872235.9,413393.0,0.06
1112,510300.SH,20170630,600703.SH,86659531.7,4398961.0,0.45
1113,510300.SH,20170630,600895.SH,24515414.8,1452335.0,0.13
1114,510300.SH,20170630,603501.SH,33388.55,1657.0,0.0
1115,510300.SH,20170630,002450.SZ,102797922.28,4564739.0,0.54
1116,510300.SH,20170630,002081.SZ,32347036.08,2945996.0,0.17
1117,510300.SH,20170630,600023.SH,41554705.92,7610752.0,0.22
1118,510300.SH,20170630,600820.SH,35075199.2,3472792.0,0.18
1119,510300.SH,20170630,000538.SZ,89338912.05,951933.0,0.47
1120,510300.SH,20170630,000826.SZ,34587405.2,984835.0,0.18
1121,510300.SH,20170630,600682.SH,28466689.5,771455.0,0.15
1122,510300.SH,20170630,600177.SH,40308506.48,3983054.0,0.21
1123,510300.SH,20170630,000793.SZ,37940821.16,3749093.0,0.2
1124,510300.SH,20170630,002881.SZ,22608.54,989.0,0.0
1125,510300.SH,20170630,601006.SH,92703333.35,11049265.0,0.49
1126,510300.SH,20170630,002153.SZ,13541761.18,595766.0,0.07
1127,510300.SH,20170630,600547.SH,39216408.66,1355562.0,0.21
1128,510300.SH,20170630,600436.SH,32917223.92,539273.0,0.17
1129,510300.SH,20170630,600109.SH,45784812.88,3906554.0,0.24
1130,510300.SH,20170630,000415.SZ,23258207.0,3455900.0,0.12
1131,510300.SH,20170630,601611.SH,11648713.23,973159.0,0.06
1132,510300.SH,20170630,601818.SH,117960502.5,29126050.0,0.62
1133,510300.SH,20170630,002241.SZ,65419546.4,3393130.0,0.34
1134,510300.SH,20170630,600208.SH,34498993.5,7666443.0,0.18
1135,510300.SH,20170630,600115.SH,37262871.2,5479834.0,0.2
1136,510300.SH,20170630,600332.SH,30448004.4,1048485.0,0.16
1137,510300.SH,20170630,002470.SZ,21986304.84,2919828.0,0.12
1138,510300.SH,20170630,600674.SH,40132307.26,4086793.0,0.21
1139,510300.SH,20170630,601766.SH,181633648.68,17947989.0,0.95
1140,510300.SH,20170630,600369.SH,29406744.84,5241844.0,0.15
1141,510300.SH,20170630,600535.SH,49967842.9,1202885.0,0.26
1142,510300.SH,20170630,000063.SZ,103550081.6,4361840.0,0.54
1143,510300.SH,20170630,601375.SH,14057844.0,1397400.0,0.07
1144,510300.SH,20170630,002714.SZ,17793714.0,653700.0,0.09
1145,510300.SH,20170630,002475.SZ,45925689.04,1570646.0,0.24
1146,510300.SH,20170630,300168.SZ,19074337.05,1310951.0,0.1
1147,510300.SH,20170630,000423.SZ,68629500.94,954646.0,0.36
1148,510300.SH,20170630,600737.SH,18019308.0,1908825.0,0.09
1149,510300.SH,20170630,601198.SH,35881060.32,2081268.0,0.19
1150,510300.SH,20170630,600085.SH,35818163.12,1024547.0,0.19
1151,510300.SH,20170630,002839.SZ,4959660.0,315500.0,0.03
1152,510300.SH,20170630,601992.SH,39008924.0,6029200.0,0.2
1153,510300.SH,20170630,600188.SH,8453751.84,690666.0,0.04
1154,510300.SH,20170630,603305.SH,15212.26,1351.0,0.0
1155,510300.SH,20170630,002508.SZ,37230576.12,856269.0,0.2
1156,510300.SH,20170630,601169.SH,204073398.2,22254460.0,1.07
1157,510300.SH,20170630,601336.SH,78231416.8,1522012.0,0.41
1158,510300.SH,20170630,601998.SH,35914283.47,5709743.0,0.19
1159,510300.SH,20170630,002879.SZ,23660.26,1313.0,0.0
1160,510300.SH,20170630,600909.SH,18999470.0,1883000.0,0.1
1161,510300.SH,20170630,000069.SZ,61083887.42,6071957.0,0.32
1162,510300.SH,20170630,002129.SZ,30752954.32,3718616.0,0.16
1163,510300.SH,20170630,002856.SZ,39187.8,1230.0,0.0
1164,510300.SH,20170630,601229.SH,28195904.6,1103990.0,0.15
1165,510300.SH,20170630,600376.SH,21944208.0,1918200.0,0.12
1166,510300.SH,20170630,600446.SH,16875042.0,959900.0,0.09
1167,510300.SH,20170630,600959.SH,30014793.97,2839621.0,0.16
1168,510300.SH,20170630,603679.SH,21438.5,809.0,0.0
1169,510300.SH,20170630,601800.SH,45059860.93,2835737.0,0.24
1170,510300.SH,20170630,002007.SZ,37653728.5,1031609.0,0.2
1171,510300.SH,20170630,600666.SH,23702976.0,1362240.0,0.12
1172,510300.SH,20170630,002426.SZ,25150464.0,3274800.0,0.13
1173,510300.SH,20170630,300024.SZ,39796341.0,2040838.0,0.21
1174,510300.SH,20170630,000963.SZ,43825857.6,881808.0,0.23
1175,510300.SH,20170630,000895.SZ,43650695.0,1837924.0,0.23
1176,510300.SH,20170630,600196.SH,57825945.45,1865955.0,0.3
1177,510300.SH,20170630,000768.SZ,47452905.92,2573368.0,0.25
1178,510300.SH,20170630,600037.SH,18951397.92,1301607.0,0.1
1179,510300.SH,20170630,600276.SH,156962456.42,3102638.0,0.82
1180,510300.SH,20170630,002594.SZ,49383966.6,988668.0,0.26
1181,510300.SH,20170630,601099.SH,50830347.3,12644365.0,0.27
1182,510300.SH,20170630,600977.SH,18445546.08,985339.0,0.1
1183,510300.SH,20170630,600522.SH,44742855.0,3713100.0,0.23
1184,510300.SH,20170630,000792.SZ,25837834.0,2472520.0,0.14
1185,510300.SH,20170630,000503.SZ,34925982.66,1400962.0,0.18
1186,510300.SH,20170630,000983.SZ,25343546.0,2889800.0,0.13
1187,510300.SH,20170630,601628.SH,83308196.48,3087776.0,0.44
1188,510300.SH,20170630,000917.SZ,23901782.6,2115202.0,0.13
1189,510300.SH,20170630,601989.SH,104028212.25,16751725.0,0.55
1190,510300.SH,20170630,300072.SZ,61245057.9,1653038.0,0.32
1191,510300.SH,20170630,601021.SH,15573010.47,463069.0,0.08
1192,510300.SH,20170630,002183.SZ,23341561.0,2704700.0,0.12
1193,510300.SH,20170630,300251.SZ,13437480.42,1640718.0,0.07
1194,510300.SH,20170630,600221.SH,39355226.4,12222120.0,0.21
1195,510300.SH,20170630,601958.SH,12826269.6,1788880.0,0.07
1196,510300.SH,20170630,600485.SH,33391476.45,2288655.0,0.18
1197,510300.SH,20170630,603933.SH,17311.4,857.0,0.0
1198,510300.SH,20170630,601127.SH,6511121.4,326372.0,0.03
1199,510300.SH,20170630,600018.SH,38443915.06,6063709.0,0.2
1200,510300.SH,20170630,000938.SZ,16966912.0,277600.0,0.09
1201,510300.SH,20170630,600795.SH,78400278.0,21777855.0,0.41
1202,510300.SH,20170630,600406.SH,46618203.7,2641258.0,0.24
1203,510300.SH,20170630,601997.SH,19176676.26,1212946.0,0.1
1204,510300.SH,20170630,000783.SZ,58148498.95,6140285.0,0.3
1205,510300.SH,20170630,601607.SH,61712516.8,2136860.0,0.32
1206,510300.SH,20170630,300070.SZ,64776149.8,3473252.0,0.34
1207,510300.SH,20170630,002500.SZ,28162939.12,2939764.0,0.15
1208,510300.SH,20170630,000750.SZ,29720999.0,5403818.0,0.16
1209,510300.SH,20170630,002304.SZ,95593175.37,1101177.0,0.5
1210,510300.SH,20170630,600482.SH,15722793.0,621700.0,0.08
1211,510300.SH,20170630,600031.SH,57562822.74,7080298.0,0.3
